Date,Open,High,Low,Close,Volume,EF_1,EF_2,Oil FutureTrend,Gold FutureTrend,Trend,Twitter Sentiments,FutureTrend
01/03/2019,31.17000008,31.19000053,30.28000069,30.62000084,12360700,0.373626604,-1.764514712,Negative,Positive,Negative,0,Positive
04/03/2019,30.78000069,31.26000023,30.06999969,30.5,15920400,0.361344632,-0.909683822,Positive,Positive,Negative,0,Negative
05/03/2019,30.5,31.22999954,30.38999939,31.03000069,13073500,0.761906168,1.737707169,Positive,Negative,Positive,0,Positive
06/03/2019,30.94000053,31.34000015,30.59000015,30.79999924,10938600,0.279998779,-0.452492872,Negative,Positive,Negative,30,Positive
07/03/2019,30.76000023,30.84000015,30.01000023,30.12000084,15779900,0.132530868,-2.080622188,Positive,Negative,Negative,97,Positive
08/03/2019,29.63999939,30.20999908,29.40999985,30.04000092,11964300,0.787502086,1.349532841,Negative,Positive,Positive,0,Negative
11/03/2019,30.23999977,30.90999985,30.23999977,30.87000084,16013200,0.940299995,2.083336881,Negative,Negative,Positive,0,Negative
12/03/2019,31.14999962,31.40999985,30.88999939,31.15999985,12324300,0.519231192,0.032103464,Negative,Negative,Positive,30,Negative
13/03/2019,31.30999947,31.47999954,31.04000092,31.29999924,10201300,0.590907121,-0.031939409,Negative,Positive,Negative,177,Positive
14/03/2019,31.28000069,31.54999924,30.94000053,31.03000069,12090600,0.147541547,-0.799232719,Positive,Negative,Negative,0,Negative
15/03/2019,31.04000092,31.40999985,30.70999908,31.21999931,17522700,0.728570961,0.579891728,Negative,Positive,Positive,0,Positive
18/03/2019,31.25,31.57999992,30.84000015,31.07999992,13172600,0.324324115,-0.544000244,Positive,Negative,Negative,27,Negative
19/03/2019,31.14999962,31.5,30.87999916,31.27000046,15557400,0.629033499,0.385235444,Negative,Positive,Positive,22,Negative
20/03/2019,31.23999977,32.65000153,31.15999985,32.56999969,22373800,0.946307556,4.257362143,Negative,Negative,Positive,0,Negative
21/03/2019,32.31000137,32.68999863,32.02999878,32.61000061,13346900,0.878790856,0.928502706,Positive,Negative,Positive,0,Negative
22/03/2019,32.5,34.20999908,32.34000015,33.02000046,28034700,0.363636735,1.600001409,Positive,Negative,Positive,20,Positive
25/03/2019,32.83000183,33.29999924,32.27999878,32.59000015,15272300,0.303922779,-0.731043756,Negative,Positive,Negative,21,Negative
26/03/2019,32.97999954,33.86000061,32.91999817,33.06000137,17252300,0.148939192,0.242576811,Positive,Positive,Positive,131,Positive
27/03/2019,32.93000031,33.45000076,31.95000076,32.27999878,13669400,0.219998678,-1.973888612,Positive,Positive,Negative,0,Negative
28/03/2019,32.29000092,32.93000031,31.72999954,32.86999893,17711300,0.949998887,1.796215546,Negative,Negative,Positive,0,Negative
29/03/2019,33.09999847,33.24000168,32.47000122,32.88000107,13529300,0.532467018,-0.664644762,Negative,Positive,Negative,87,Negative
01/04/2019,33.15999985,33.68000031,32.70000076,33.43999863,12499700,0.755100214,0.844387155,Negative,Negative,Positive,85,Negative
02/04/2019,33.43999863,33.88999939,33.22999954,33.75,11638000,0.787879664,0.927037638,Positive,Positive,Positive,52,Negative
03/04/2019,34,34.75999832,33.81000137,34.38000107,18027600,0.600001606,1.1176502,Positive,Positive,Positive,0,Negative
04/04/2019,34.70000076,35.13999939,33.90000153,34.41999817,14604100,0.419352854,-0.806923884,Negative,Negative,Negative,0,Negative
05/04/2019,34.54999924,34.79999924,34.36999893,34.72000122,9571700,0.813958234,0.492046273,Negative,Negative,Positive,55,Negative
08/04/2019,34.79000092,35.06000137,34.50999832,34.86000061,10655000,0.636364267,0.201206361,Positive,Negative,Positive,111,Negative
09/04/2019,34.84000015,35.38999939,34.81000137,35.13999939,13889700,0.568964043,0.861077026,Negative,Negative,Positive,0,Positive
10/04/2019,35.25999832,35.27000046,34.50999832,34.75,11648800,0.315790795,-1.446393494,Positive,Positive,Negative,0,Positive
11/04/2019,34.75,34.86999893,34.40999985,34.58000183,10982700,0.369570265,-0.489203364,Negative,Negative,Negative,30,Positive
12/04/2019,34.66999817,34.83000183,34.11000061,34.36999893,12713800,0.361108168,-0.865299258,Positive,Positive,Negative,0,Negative
15/04/2019,34.38000107,35.02999878,34.34000015,34.70999908,10248400,0.536231403,0.959854584,Negative,Positive,Positive,54,Positive
16/04/2019,34.84000015,34.99000168,34.22999954,34.45999908,9396300,0.302630126,-1.090703405,Positive,Positive,Negative,0,Negative
17/04/2019,34.72999954,34.90000153,34.20000076,34.47999954,9023000,0.39999782,-0.719838766,Negative,Positive,Negative,0,Positive
18/04/2019,34.66999817,34.86000061,34.31999969,34.40000153,9806100,0.148151288,-0.778761631,Negative,Negative,Negative,100,Positive
22/04/2019,34.40000153,34.61999893,33.81999969,34.38999939,19704300,0.712500298,-0.029075976,Negative,Positive,Negative,32,Negative
23/04/2019,36.93000031,40.52999878,36.90999985,39.77000046,104262500,0.79005565,7.690225099,Positive,Negative,Positive,0,Positive
24/04/2019,39.86000061,39.95000076,38.79999924,39.29000092,30266900,0.426087851,-1.43000423,Positive,Negative,Negative,0,Positive
25/04/2019,39.25999832,40.13000107,38.18999863,38.47999954,26044800,0.14948482,-1.986751943,Positive,Negative,Negative,60,Negative
26/04/2019,38.59000015,39.34000015,38.18000031,38.66999817,15270500,0.422412007,0.207302452,Negative,Positive,Positive,0,Negative
29/04/2019,38.63000107,39.97000122,38.63000107,39.77999878,19680000,0.858207149,2.976954904,Negative,Negative,Positive,0,Negative
30/04/2019,39.79000092,40.91999817,39.65000153,39.90999985,22912000,0.204723629,0.301580621,Positive,Positive,Positive,126,Positive
01/05/2019,40,40.06999969,39.25999832,39.29000092,14962600,0.037040177,-1.774997711,Positive,Positive,Negative,0,Negative
02/05/2019,39.24000168,40,38.84000015,39.95000076,13419100,0.956897204,1.809375775,Negative,Negative,Positive,33,Negative
