Date,Open,High,Low,Close,Volume,EF_1,EF_2,Oil FutureTrend,Gold FutureTrend,Trend,Twitter Sentiments,FutureTrend
02/07/2018,98.09999847,100.0599976,98,100.0100021,19564500,0.975730349,1.946996628,Positive,Negative,Positive,40,Positive
03/07/2018,100.4800034,100.6299973,98.94000244,99.05000305,14670300,0.065089318,-1.423169046,Neutral,Neutral,Negative,28,Negative
05/07/2018,99.5,99.91999817,99.02999878,99.76000214,18977400,0.820229053,0.26130868,Negative,Positive,Positive,0,Negative
06/07/2018,99.88999939,101.4300003,99.66999817,101.1600037,19234600,0.846593003,1.271402823,Negative,Negative,Positive,0,Negative
09/07/2018,101.6500015,102.25,101.25,101.8499985,18212000,0.599998474,0.196750561,Negative,Positive,Positive,77,Negative
10/07/2018,102,102.5100021,101.8600006,102.1200027,19293100,0.400002348,0.117649752,Positive,Positive,Positive,0,Positive
11/07/2018,101.1500015,102.3399963,101.0999985,101.9800034,19644600,0.70968258,0.820565317,Positive,Negative,Positive,30,Negative
12/07/2018,102.7699966,104.4100037,102.7300034,104.1900024,24335900,0.869046916,1.381731872,Negative,Positive,Positive,0,Negative
13/07/2018,104.3700027,105.5999985,104.0899963,105.4300003,24635200,0.88741859,1.015615149,Positive,Positive,Positive,106,Positive
16/07/2018,105.4000015,105.8199997,104.5199966,104.9100037,21786900,0.300004695,-0.464893602,Negative,Positive,Negative,0,Negative
17/07/2018,104.6100006,106.5,104.3199997,105.9499969,25901700,0.747705057,1.280944776,Negative,Negative,Positive,0,Positive
18/07/2018,105.9400024,106.0500031,104.7200012,105.1200027,29493900,0.300752613,-0.774022726,Negative,Positive,Negative,27,Positive
19/07/2018,104.9300003,105.3099976,103.8899994,104.4000015,40171600,0.359156897,-0.505097472,Negative,Negative,Negative,119,Negative
20/07/2018,108.0800018,108.1999969,106.0800018,106.2699966,56004000,0.089620401,-1.67469019,Positive,Positive,Negative,33,Negative
23/07/2018,106.3000031,108.1399994,106.1299973,107.9700012,29707000,0.915423886,1.571023632,Negative,Positive,Positive,0,Positive
24/07/2018,108.5699997,108.8199997,107.2600021,107.6600037,26316600,0.256411636,-0.838165272,Negative,Negative,Negative,0,Negative
25/07/2018,107.9599991,111.1500015,107.5999985,110.8300018,30702100,0.909859318,2.658394564,Negative,Positive,Positive,72,Positive
26/07/2018,110.7399979,111,109.5,109.6200027,31372100,0.080001831,-1.011373613,Positive,Positive,Negative,50,Positive
27/07/2018,110.1800003,110.1800003,106.1399994,107.6800003,37005300,0.381188259,-2.269014334,Negative,Positive,Negative,89,Positive
30/07/2018,107.1900024,107.5299988,104.7600021,105.3700027,34668300,0.220217094,-1.697919259,Positive,Negative,Negative,30,Negative
31/07/2018,106.4899979,106.7200012,105.3799973,106.0800018,27655200,0.522389929,-0.385008959,Positive,Positive,Negative,0,Negative
01/08/2018,106.0299988,106.4499969,105.4199982,106.2799988,23628700,0.834953038,0.235782328,Negative,Positive,Positive,0,Negative
02/08/2018,105.4000015,108.0899963,104.8399963,107.5699997,26104300,0.840001033,2.058821762,Positive,Negative,Positive,0,Negative
03/08/2018,107.8000031,108.0500031,106.8199997,108.0400009,18659600,0.991868204,0.22263252,Negative,Positive,Positive,92,Negative
06/08/2018,108.1200027,108.4199982,107.5599976,108.1299973,20265900,0.662789872,0.009243902,Negative,Negative,Positive,0,Negative
07/08/2018,108.5599976,109.0999985,108.1699982,108.8799973,16080200,0.763439625,0.294767596,Positive,Negative,Positive,0,Negative
08/08/2018,109.3300018,109.75,108.7600021,109.4899979,15487500,0.737371013,0.146342294,Positive,Positive,Positive,99,Negative
09/08/2018,109.7099991,110.1600037,109.5999985,109.6699982,13677200,0.124998297,-0.036460592,Negative,Positive,Negative,0,Positive
10/08/2018,109.4199982,109.6900024,108.3799973,109,18183700,0.473282665,-0.383840409,Positive,Positive,Negative,0,Positive
13/08/2018,109.2399979,109.5800018,108.0999985,108.2099991,18472500,0.074324568,-0.942876968,Positive,Negative,Negative,0,Negative
