Date,Open,High,Low,Close,Volume,EF_1,EF_2,Oil FutureTrend,Gold FutureTrend,Trend,Twitter Sentiments,FutureTrend
23/11/2018,0.344999999,0.344999999,0.319999993,0.324999988,386200,0.199999762,-5.797104579,Neutral,Neutral,Negative,0,Neutral
26/11/2018,0.335000008,0.335000008,0.319999993,0.324999988,191800,0.333332671,-2.985080602,Positive,Positive,Negative,0,Positive
27/11/2018,0.324999988,0.324999988,0.289999992,0.300000012,675600,0.285714894,-7.692300639,Positive,Negative,Negative,3,Positive
28/11/2018,0.294999987,0.294999987,0.264999986,0.275000006,614600,0.333333996,-6.779654853,Negative,Negative,Negative,19,Negative
29/11/2018,0.275000006,0.294999987,0.254999995,0.289999992,777800,0.875000093,5.454540134,Positive,Positive,Positive,0,Positive
30/11/2018,0.280000001,0.310000002,0.275000006,0.280000001,317300,0.142857021,0,Negative,Negative,Neutral,22,Negative
03/12/2018,0.289999992,0.294999987,0.270000011,0.289999992,176800,0.8,0,Negative,Negative,Neutral,19,Positive
04/12/2018,0.289999992,0.289999992,0.264999986,0.280000001,256900,0.600000477,-3.448272673,Positive,Positive,Negative,0,Positive
05/12/2018,0.270000011,0.275000006,0.25,0.25999999,362700,0.399999523,-3.703711062,Neutral,Neutral,Negative,39,Positive
06/12/2018,0.264999986,0.270000011,0.224999994,0.25,833900,0.555555482,-5.660372266,Negative,Negative,Negative,8,Positive
07/12/2018,0.245000005,0.25,0.234999999,0.245000005,519900,0.666666998,0,Positive,Positive,Neutral,47,Negative
10/12/2018,0.264999986,0.324999988,0.245000005,0.25999999,2049500,0.18749986,-1.886790755,Negative,Positive,Negative,36,Neutral
11/12/2018,0.264999986,0.284999996,0.254999995,0.25999999,1188200,0.166666501,-1.886790755,Positive,Negative,Negative,0,Positive
12/12/2018,0.254999995,0.280000001,0.254999995,0.254999995,533000,0,0,Negative,Positive,Neutral,0,Negative
13/12/2018,0.254999995,0.270000011,0.254999995,0.264999986,677900,0.666665342,3.921564961,Positive,Positive,Positive,0,Positive
14/12/2018,0.25999999,0.264999986,0.25,0.25999999,355300,0.666666667,0,Positive,Negative,Neutral,25,Positive
17/12/2018,0.25999999,0.25999999,0.239999995,0.25,472200,0.500000373,-3.846150319,Positive,Negative,Negative,148,Positive
18/12/2018,0.25,0.25,0.234999999,0.245000005,247000,0.666666998,-1.999998093,Negative,Negative,Negative,2,Neutral
19/12/2018,0.245000005,0.245000005,0.234999999,0.245000005,504700,1,0,Positive,Negative,Neutral,32,Positive
